Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status,Metafield: custom.tagline [single_line_text_field],Metafield: custom.key_benefits [list.single_line_text_field],Metafield: custom.best_for [single_line_text_field]
extra-intensive-rich-cream-face-lift-cream,Extra-Intensive Rich Cream: Face Lift Cream,"<p>Extra-Intensive Rich Cream: Face Lift Cream from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply morning and evening to face, neck and decolleté; massage until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-20 ACID PEG-8 ESTER, C12-15 ALKYL BENZOATE, GLYCERIN, BUTYROSPERMUM PARKII (SHEA BUTTER), STEARYL ETHYLHEXANOATE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, DIMETHICONE, ORYZANOL, OLEA EUROPAEA (OLIVE) OIL UNSAPONIFIABLES, PHENOXYETHANOL, CETYL ETHYLHEXANOATE, ETHYLHEXYLGLYCERIN, PROPANEDIOL, ISOPROPYL MYRISTATE, TETRASODIUM EDTA, PARFUM (FRAGRANCE), ORNITHINE, MACADAMIA TERNIFOLIA SEED OIL, RETINYL PALMITATE, SODIUM DEHYDROACETATE, PHOSPHOLIPIDS, PENTYLENE GLYCOL, LECITHIN, GLYCOLIPIDS, TOCOPHEROL, LEVULINIC ACID, p-ANISIC ACID, SODIUM HYDROXIDE, ASCORBYL PALMITATE, CAPRYLYL GLYCOL, HYDROXYCITRONELLAL, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, ACETYL TETRAPEPTIDE-2, CITRIC ACID, CI 17200 (RED 33), CI 42090 (BLUE 1)</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging, Brightening",TRUE,Title,Default Title,EXTRA-INTENSIVE-RICH-CREAM-FACE-,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/extra-intensive-rich-cream_1.jpg,1,Extra-Intensive Rich Cream: Face Lift Cream,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
extra-intensive-rich-cream-face-lift-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/extra-intensive-rich-cream_2.jpg,2,Extra-Intensive Rich Cream: Face Lift Cream,,,,
intensive-quot-liquid-quot-cream-firming-face-cream,Intensive &quot;Liquid&quot; Cream: Firming Face Cream,"<p>Intensive &quot;Liquid&quot; Cream: Firming Face Cream from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply morning and evening to face, neck and decolleté; massage until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), C12-15 ALKYL BENZOATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERYL STEARATE, PEG-90 STEARATE, HYDROGENATED PALM GLYCERIDES, SORBITAN STEARATE, PHENOXYETHANOL, CETEARYL ALCOHOL, BISABOLOL, DIMETHICONE, ETHYLHEXYLGLYCERIN, TOCOPHERYL ACETATE, TRIETHANOLAMINE, ALGAE EXTRACT, SALICYLIC ACID, PROPANEDIOL, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PARFUM (FRAGRANCE), ORNITHINE, GLYCERIN, TETRASODIUM EDTA, PHOSPHOLIPIDS, SUCROSE COCOATE, PENTYLENE GLYCOL, GLYCOLIPIDS, CHLORPHENESIN, PROPYLENE GLYCOL, LEVULINIC ACID, P-ANISIC ACID, SODIUM HYDROXIDE, CAPRYLYL GLYCOL, SODIUM DEHYDROACETATE, HYDROXYCITRONELLAL, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, ACETYL TETRAPEPTIDE-2, CI 17200 (RED 33), CI 42090 (BLUE 1)</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging",TRUE,Title,Default Title,INTENSIVE-QUOT-LIQUID-QUOT-CREAM,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-liquid-cream_1.jpg,1,Intensive &quot;Liquid&quot; Cream: Firming Face Cream,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
intensive-quot-liquid-quot-cream-firming-face-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-liquid-cream_2.jpg,2,Intensive &quot;Liquid&quot; Cream: Firming Face Cream,,,,
intensive-quot-liquid-quot-cream-firming-face-cream,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-liquid-cream_3.jpg,3,Intensive &quot;Liquid&quot; Cream: Firming Face Cream,,,,
quot-botox-like-quot-peptide-concentrate-firming-serum,&quot;Botox Like&quot; Peptide Concentrate: Firming Serum,"<p>&quot;Botox Like&quot; Peptide Concentrate: Firming Serum from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Shake before use. Apply morning and evening before your regular cream, on clean skin.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), PENTYLENE GLYCOL, HYDROXYETHYLCELLULOSE, SACCHARIDE ISOMERATE, PROPANEDIOL, GLYCERIN, ORNITHINE, TETRASODIUM EDTA, PHOSPHOLIPIDS, SODIUM HYALURONATE, GLYCOLIPIDS, AVENA SATIVA (OAT) KERNEL EXTRACT, PEG-60 HYDROGENATED CASTOR OIL, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLYL GLYCOL, CITRIC ACID, LEVULINIC ACID, P-ANISIC ACID, SODIUM CITRATE, SODIUM HYDROXIDE, SODIUM BENZOATE, HYDROLYZED RICE PROTEIN, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, POTASSIUM SORBATE, ACETYL HEXAPEPTIDE-8, TOCOPHEROL, ACETYL TETRAPEPTIDE-2, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging",TRUE,Title,Default Title,QUOT-BOTOX-LIKE-QUOT-PEPTIDE-CON,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/botox-peptide-concentrate_1.jpg,1,&quot;Botox Like&quot; Peptide Concentrate: Firming Serum,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
quot-botox-like-quot-peptide-concentrate-firming-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/botox-peptide-concentrate_2.jpg,2,&quot;Botox Like&quot; Peptide Concentrate: Firming Serum,,,,
quot-botox-like-quot-peptide-concentrate-firming-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/botox-peptide-concentrate_3.jpg,3,&quot;Botox Like&quot; Peptide Concentrate: Firming Serum,,,,
vitamin-b-c-pp-concentrate-firming-serum,Vitamin B-c-pp Concentrate: Firming Serum,"<p>Vitamin B-c-pp Concentrate: Firming Serum from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Shake before use. Apply morning and evening before your regular cream, on clean skin.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), PENTYLENE GLYCOL, HYDROXYETHYLCELLULOSE, GLYCERIN, SACCHARIDE ISOMERATE, PANTHENOL, NIACINAMIDE, PROPANEDIOL, ASCORBYL TETRAISOPALMITATE, TETRASODIUM EDTA, ORNITHINE, SODIUM HYALURONATE, PHOSPHOLIPIDS, CARNOSINE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, SODIUM DILAURAMIDOGLUTAMIDE LYSINE, ISOHEXADECANE, GLYCOLIPIDS, AVENA SATIVA (OAT) KERNEL EXTRACT, PEG-60 HYDROGENATED CASTOR OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CITRIC ACID, POLYSORBATE 60, SODIUM CITRATE, CAPRYLYL GLYCOL, LEVULINIC ACID, P-ANISIC ACID, SODIUM HYDROXIDE, SODIUM BENZOATE, HYDROLYZED RICE PROTEIN, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, SORBITAN ISOSTEARATE, POTASSIUM SORBATE, TOCOPHEROL, ACETYL TETRAPEPTIDE-2, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging, Brightening, Niacinamide",TRUE,Title,Default Title,VITAMIN-B-C-PP-CONCENTRATE-FIRMI,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/vitamin-b-c-pp-concentrate_1.jpg,1,Vitamin B-c-pp Concentrate: Firming Serum,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
vitamin-b-c-pp-concentrate-firming-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/vitamin-b-c-pp-concentrate_2.jpg,2,Vitamin B-c-pp Concentrate: Firming Serum,,,,
vitamin-b-c-pp-concentrate-firming-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/vitamin-b-c-pp-concentrate_3.jpg,3,Vitamin B-c-pp Concentrate: Firming Serum,,,,
collagen-and-elastin-booster-collagen-serum,Collagen and Elastin Booster: Collagen Serum,"<p>Collagen and Elastin Booster: Collagen Serum from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Shake before use. Apply morning and evening before your regular cream, on clean skin.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), PENTYLENE GLYCOL, GLYCERIN, HYDROXYETHYLCELLULOSE, SACCHARIDE ISOMERATE, GLYCERYL POLYMETHACRYLATE, PEG-8, TETRASODIUM EDTA, SODIUM HYALURONATE, PROPANEDIOL, ORNITHINE, PHOSPHOLIPIDS, GLYCOLIPIDS, CITRIC ACID, PALMITOYL TRIPEPTIDE-5, SODIUM CITRATE, CAPRYLYL GLYCOL, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, LEVULINIC ACID, P-ANISIC ACID, SODIUM HYDROXIDE, ACETYL TETRAPEPTIDE-2, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, PALMITOYL HEXAPEPTIDE-12</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging",TRUE,Title,Default Title,COLLAGEN-AND-ELASTIN-BOOSTER-COL,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/collagen-and-elastin-booster-concentrate_1.jpg,1,Collagen and Elastin Booster: Collagen Serum,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
collagen-and-elastin-booster-collagen-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/collagen-and-elastin-booster-concentrate_2.jpg,2,Collagen and Elastin Booster: Collagen Serum,,,,
collagen-and-elastin-booster-collagen-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/collagen-and-elastin-booster-concentrate_3.jpg,3,Collagen and Elastin Booster: Collagen Serum,,,,
intensive-peeling-mask-firming-face-mask,Intensive Peeling Mask: Firming Face Mask,"<p>Intensive Peeling Mask: Firming Face Mask from the COSMETICS LIFTING EFFECT LIFT CREATOR collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply a thick layer over the entire face and leave on for 5 minutes then rinse. Use once a week.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), PROPYLENE GLYCOL, GLUCONOLACTONE, HYDROXYETHYLCELLULOSE, HAMAMELIS VIRGINIANA (WITCH HAZEL) LEAF WATER, METHYLPROPANEDIOL, GLYCOLIC ACID, GLYCERIN, SODIUM HYDROXIDE, PEG-7 GLYCERYL COCOATE, UREA, CAPRYLYL GLYCOL, TETRASODIUM EDTA, PARFUM (FRAGRANCE), PHENYLPROPANOL, PROPANEDIOL, PPG-26-BUTETH-26, PENTYLENE GLYCOL, PEG-40 HYDROGENATED CASTOR OIL, ORNITHINE, PHENOXYETHANOL, PHOSPHOLIPIDS, GLYCOLIPIDS, ETHYLHEXYLGLYCERIN, TETRASODIUM GLUTAMATE DIACETATE, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, LEVULINIC ACID, P-ANISIC ACID, ACETYL TETRAPEPTIDE-2, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL</p>",DIBI Milano,Cosmetics Lifting Effect Lift Creator,"COSMETICS LIFTING EFFECT LIFT CREATOR, Hydrating, Anti-Aging",TRUE,Title,Default Title,INTENSIVE-PEELING-MASK-FIRMING-F,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-peeling-mask_1.jpg,1,Intensive Peeling Mask: Firming Face Mask,active,Sculpting lifting ritual that visibly redefines facial contours.,"[""Visibly redefines facial contours"",""Restores firmness and bounce"",""Smooths expression lines"",""Leaves skin toned and luminous""]",Loss-of-Firmness Skin
intensive-peeling-mask-firming-face-mask,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-peeling-mask_2.jpg,2,Intensive Peeling Mask: Firming Face Mask,,,,
intensive-peeling-mask-firming-face-mask,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/intensive-peeling-mask_3.jpg,3,Intensive Peeling Mask: Firming Face Mask,,,,
magnificent-mask-face-mask-skin-care,Magnificent Mask: Face Mask Skin Care,"<p>Magnificent Mask: Face Mask Skin Care from the FACE ANTI OXIDANT MAGNIFIC MASK collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Remove the mask from the bag, unfold it and apply it to the face, neck and décolleté, pressing it on well. Leave on for 15 minutes, then remove and massage any emulsion residues on the skin. Rinse your face with warm water before applying your usual cream. It is advisable to rub the sachet between your hands before opening it so that the mask absorbs the emulsion better.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), ISONONYL ISONONANOATE, POLYMETHYLSILSESQUIOXANE , OCTYLDODECANOL, PHENOXYETHANOL, PPG-26-BUTETH-26, XANTHAN GUM, ETHYLHEXYLGLYCERIN, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, PEG-40 HYDROGENATED CASTOR OIL, OCTYLDODECYL XYLOSIDE, PEG-30 DIPOLYHYDROXYSTEARATE, POLYVINYL ALCOHOL , ISOHEXADECANE, PARFUM (FRAGRANCE), CARNOSINE, SODIUM DEHYDROACETATE, TETRASODIUM EDTA, SQUALANE, GLYCERIN, POLYSORBATE 60, TOCOPHERYL ACETATE, MAGNESIUM ASCORBYL PHOSPHATE, HYDROLYZED GELATIN, PENTYLENE GLYCOL, POLYSORBATE 20, SORBITAN ISOSTEARATE, SUCROSE, ZEA MAYS (CORN) STARCH, HAEMATOCOCCUS PLUVIALIS EXTRACT, HYDROXYPROPYL CYCLODEXTRIN, LINALOOL, GERANIOL, LIMONENE, CAPRYLIC/CAPRIC TRIGLYCERIDE, ASCORBYL PALMITATE, HYDROLYZED RICE PROTEIN, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYALURONATE CROSSPOLYMER, TOCOPHEROL, RETINOL, UBIQUINONE</p>",DIBI Milano,Face Anti Oxidant Magnific Mask,"FACE ANTI OXIDANT MAGNIFIC MASK, Hydrating, Anti-Aging, Brightening",TRUE,Title,Default Title,MAGNIFICENT-MASK-FACE-MASK-SKIN-,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/magnificent-mask_1.jpg,1,Magnificent Mask: Face Mask Skin Care,active,"Antioxidant ritual mask that revives stressed, tired-looking skin.","[""Revives dull, fatigued complexion"",""Helps neutralize environmental stress"",""Leaves skin smooth and luminous"",""Spa-grade weekly ritual""]",Stressed or Dull Skin
magnificent-mask-face-mask-skin-care,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/magnificent-mask_2.jpg,2,Magnificent Mask: Face Mask Skin Care,,,,
bi-phase-facial-treatment-for-regenerated-skin,Bi-phase facial treatment for regenerated skin,"<p>Bi-phase facial treatment for regenerated skin from the FACE REGENERATING PRODUCTS PROCELLULAR 365 collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Using the specific vial-opener, break the cap where it is marked by the ring and insert the dispenser spout, shake the product well, apply to face, neck and decolleté and massage until fully absorbed. Ideal as a night treatment. For intensive pre and post aesthetic medicine treatments, apply daily for 7 evenings. If, on the other hand you wish to use it as an intensive strengthening treatment, apply it every other day for 14 evenings in total.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">ALOE BARBADENSIS LEAF JUICE, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, GLYCERIN, AQUA (WATER), BUTYLENE GLYCOL, ALPHA-GLUCAN OLIGOSACCHARIDE, PROPYLENE GLYCOL, PHENOXYETHANOL, HYDROXYACETOPHENONE, PANTHENOL, POTASSIUM SORBATE, SODIUM BENZOATE, MAGNESIUM ASCORBYL PHOSPHATE, SOLANUM LYCOPERSICUM (TOMATO) FRUIT/LEAF/STEM EXTRACT, TETRASODIUM EDTA, AMMONIUM GLYCYRRHIZATE, CARBOMER, ESCIN, RUSCUS ACULEATUS ROOT EXTRACT, SODIUM LACTATE, POLYSORBATE 20, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT, PVM/MA COPOLYMER, CALENDULA OFFICINALIS FLOWER EXTRACT, CENTELLA ASIATICA EXTRACT, HYDROLYZED YEAST PROTEIN, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7</p>",DIBI Milano,Face Regenerating Products Procellular 365,"FACE REGENERATING PRODUCTS PROCELLULAR 365, Anti-Aging, Brightening",TRUE,Title,Default Title,BI-PHASE-FACIAL-TREATMENT-FOR-RE,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/pro-recovery-bi-liquid-treatment-0_1.jpg,1,Bi-phase facial treatment for regenerated skin,active,Year-round cellular regeneration for visibly renewed skin.,"[""Supports continuous skin renewal"",""Improves visible signs of fatigue"",""Restores skin's natural vitality"",""Designed for everyday use""]",Devitalized Skin
bi-phase-facial-treatment-for-regenerated-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/pro-recovery-bi-liquid-treatment-0_2.jpg,2,Bi-phase facial treatment for regenerated skin,,,,
bi-phase-facial-treatment-for-regenerated-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/pro-recovery-bi-liquid-treatment-0_3.jpg,3,Bi-phase facial treatment for regenerated skin,,,,
regenerating-night-cream-for-firmer-skin,Regenerating night cream for firmer skin,"<p>Regenerating night cream for firmer skin from the FACE REGENERATING PRODUCTS PROCELLULAR 365 collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply morning and evening to cleansed face, neck and décolleté, and massage until completely absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), CAPRYLIC/CAPRIC TRIGLYCERIDE, VEGETABLE OIL, GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, CETEARYL ALCOHOL, ETHYLHEXYL STEARATE, POLYGLYCERYL-10 STEARATE, DIMETHICONE, ALPHA-GLUCAN OLIGOSACCHARIDE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL, PHENOXYETHANOL, BUTYLENE GLYCOL, XANTHAN GUM, HYDROXYACETOPHENONE, PARFUM (FRAGRANCE), TETRASODIUM EDTA, POLYSILICONE-11, LINALYL ACETATE, CITRIC ACID, LECITHIN, HEXAMETHYLINDANOPYRAN, CARBOMER, SODIUM LACTATE, ACETYL CEDRENE, SODIUM PHOSPHATE, POLYSORBATE 20, TOCOPHEROL, CAPRYLYL GLYCOL, ASCORBYL PALMITATE, NONAPEPTIDE-1, DECYL GLUCOSIDE, JUNIPERUS VIRGINIANA OIL, HEXYLENE GLYCOL, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7, DISODIUM PHOSPHATE</p>",DIBI Milano,Face Regenerating Products Procellular 365,"FACE REGENERATING PRODUCTS PROCELLULAR 365, Anti-Aging, Brightening",TRUE,Title,Default Title,REGENERATING-NIGHT-CREAM-FOR-FIR,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/mito-age-regenerating-night-cream_1.jpg,1,Regenerating night cream for firmer skin,active,Year-round cellular regeneration for visibly renewed skin.,"[""Supports continuous skin renewal"",""Improves visible signs of fatigue"",""Restores skin's natural vitality"",""Designed for everyday use""]",Devitalized Skin
regenerating-night-cream-for-firmer-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/mito-age-regenerating-night-cream_2.jpg,2,Regenerating night cream for firmer skin,,,,
regenerating-night-cream-for-firmer-skin,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/mito-age-regenerating-night-cream_3.jpg,3,Regenerating night cream for firmer skin,,,,
regenerating-face-cream-oxy-age-serum,Regenerating face cream: Oxy-Age Serum,"<p>Regenerating face cream: Oxy-Age Serum from the FACE REGENERATING PRODUCTS PROCELLULAR 365 collection, available through DIBI Milano Skin Center Colombo.</p><h3>Directions for Use</h3><p>Apply every day to face, neck and decolleté, massaging until fully absorbed.</p><h3>Ingredients</h3><p style=""font-family: monospace; font-size: 0.875rem;"">AQUA (WATER), ISONONYL ISONONANOATE, GLYCERIN, BUTYLENE GLYCOL, SODIUM POLYACRYLATE, ALPHA-GLUCAN OLIGOSACCHARIDE, PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) OIL , PHENOXYETHANOL, DIMETHICONE, HYDROXYACETOPHENONE, PARFUM (FRAGRANCE), PANTHENOL, ASCORBYL TETRAISOPALMITATE, SACCHAROMYCES LYSATE, TETRASODIUM EDTA, SODIUM DEHYDROACETATE, AMMONIUM GLYCYRRHIZATE, ESCIN, RUSCUS ACULEATUS ROOT EXTRACT, LECITHIN, CARBOMER, SODIUM HYALURONATE, SODIUM LACTATE, DISODIUM SUCCINATE, ETHYLHEXYLGLYCERIN, POLYSORBATE 20, CALENDULA OFFICINALIS FLOWER EXTRACT, CENTELLA ASIATICA EXTRACT, HYDROLYZED YEAST PROTEIN, TOCOPHEROL, ASCORBYL PALMITATE, GLUTAMIC ACID, GLYCINE, THREONINE, VALINE, CITRIC ACID, PALMITOYL TRIPEPTIDE-1, PALMITOYL TETRAPEPTIDE-7</p>",DIBI Milano,Face Regenerating Products Procellular 365,"FACE REGENERATING PRODUCTS PROCELLULAR 365, Hydrating, Anti-Aging, Brightening",TRUE,Title,Default Title,REGENERATING-FACE-CREAM-OXY-AGE-,50,shopify,0,deny,manual,1.00,TRUE,TRUE,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/oxy-age-regenerating-cream-serum_1.jpg,1,Regenerating face cream: Oxy-Age Serum,active,Year-round cellular regeneration for visibly renewed skin.,"[""Supports continuous skin renewal"",""Improves visible signs of fatigue"",""Restores skin's natural vitality"",""Designed for everyday use""]",Devitalized Skin
regenerating-face-cream-oxy-age-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/oxy-age-regenerating-cream-serum_2.jpg,2,Regenerating face cream: Oxy-Age Serum,,,,
regenerating-face-cream-oxy-age-serum,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/sharu28/dibi-milano-skin-center/main/public/product-images/oxy-age-regenerating-cream-serum_3.jpg,3,Regenerating face cream: Oxy-Age Serum,,,,
